timestamp,intersection_id,lane_id,direction,vehicle_count,average_speed_kmph,signal_phase,green_duration_sec,lane_occupancy_ratio,congestion_level
2025-06-04 05:54:00,C3,L3,E,19,48.93544890972217,Yellow,29,0.33,Medium
2025-06-04 05:56:00,C3,L3,S,19,39.557884862837774,Red,25,0.71,Medium
2025-06-04 05:58:00,D4,L2,N,21,48.35119313484853,Red,32,0.98,Low
2025-06-04 05:58:00,C3,L2,W,13,41.6046527254162,Yellow,57,0.76,Low
2025-06-04 06:00:00,A1,L3,S,18,44.804548866118026,Green,69,0.41,Low
2025-06-04 06:00:00,C3,L2,E,24,54.225873407027905,Green,54,0.8,High
2025-06-04 06:00:00,A1,L2,S,17,38.203852465895736,Green,62,0.46,Medium
2025-06-04 06:00:00,B2,L3,W,24,41.53311950678063,Red,58,0.64,Low
2025-06-04 06:02:00,A1,L2,E,19,35.88894410400734,Green,34,0.12,Medium
2025-06-04 06:02:00,B2,L2,N,18,32.34394234486164,Yellow,82,0.34,High
2025-06-04 06:02:00,A1,L1,E,10,38.26981378002592,Yellow,55,0.56,Low
2025-06-04 06:02:00,B2,L1,E,21,44.388290043065155,Green,22,0.13,Medium
2025-06-04 06:06:00,A1,L3,S,16,57.41696652018892,Red,81,0.97,Medium
2025-06-04 06:08:00,A1,L1,W,21,47.09055788789425,Green,11,0.73,Low
2025-06-04 06:10:00,B2,L2,S,18,34.89603890772075,Green,56,0.29,High
2025-06-04 06:12:00,D4,L1,W,20,36.657496850470864,Green,79,0.26,High
2025-06-04 06:14:00,C3,L1,N,20,39.84389561635067,Red,45,0.69,Low
2025-06-04 06:14:00,A1,L3,E,24,46.53947269054977,Yellow,74,0.93,High
2025-06-04 06:14:00,C3,L1,E,17,13.721530057316095,Green,33,0.28,Low
2025-06-04 06:16:00,A1,L3,W,16,43.53711043583902,Yellow,77,0.37,Low
2025-06-04 06:16:00,B2,L1,W,18,31.073865009591437,Green,81,0.52,Low
2025-06-04 06:16:00,B2,L3,S,18,48.08103696240684,Red,72,0.85,Low
2025-06-04 06:18:00,C3,L3,S,10,50.81231594242771,Green,41,0.91,Medium
2025-06-04 06:22:00,A1,L3,E,22,32.96254297803846,Red,19,0.8,High
2025-06-04 06:22:00,C3,L1,E,20,49.59415380454842,Red,32,0.57,Low
2025-06-04 06:24:00,D4,L3,W,16,32.1411506541675,Green,71,0.52,High
2025-06-04 06:30:00,C3,L3,S,18,48.44258741658141,Red,15,0.27,Low
2025-06-04 06:30:00,B2,L1,E,13,39.49064564683984,Green,76,0.19,Low
2025-06-04 06:30:00,B2,L3,N,23,52.60369701008666,Red,69,1.0,Low
2025-06-04 06:32:00,B2,L3,E,18,32.94533993358953,Red,85,0.76,Medium
2025-06-04 06:36:00,A1,L3,W,27,35.63511474685473,Green,84,0.22,Medium
2025-06-04 06:38:00,A1,L1,E,18,48.0364667888077,Green,72,0.57,Low
2025-06-04 06:38:00,D4,L3,N,21,47.79459000707049,Red,19,0.93,Low
2025-06-04 06:42:00,C3,L2,N,17,27.53929435960923,Red,48,0.99,Low
2025-06-04 06:44:00,D4,L1,N,24,54.44550772286276,Red,12,0.52,High
2025-06-04 06:48:00,A1,L2,W,21,51.43926105755259,Green,59,0.23,Medium
2025-06-04 06:56:00,D4,L3,N,23,45.319346697351314,Red,10,0.58,High
2025-06-04 06:56:00,D4,L2,S,13,40.381529446046706,Red,71,0.17,High
2025-06-04 06:56:00,C3,L2,N,25,42.7982240745458,Red,82,0.72,Low
2025-06-04 06:56:00,D4,L3,E,18,34.1203670342917,Green,51,0.58,Medium
2025-06-04 07:02:00,A1,L3,E,24,29.361237474848462,Yellow,16,0.6,High
2025-06-04 07:02:00,C3,L1,E,23,22.345324927990035,Green,71,0.46,High
2025-06-04 07:04:00,C3,L1,E,15,44.82112911711151,Red,26,0.82,High
2025-06-04 07:04:00,B2,L1,E,22,23.27828712252002,Green,43,0.22,Medium
2025-06-04 07:04:00,D4,L1,E,20,22.98015489364431,Red,26,0.9,High
2025-06-04 07:08:00,B2,L1,S,16,33.038565497377384,Yellow,34,0.57,Low
2025-06-04 07:10:00,B2,L1,N,15,45.551188467306076,Red,78,0.59,High
2025-06-04 07:14:00,A1,L2,W,14,46.18435506200062,Green,54,0.9,Medium
2025-06-04 07:16:00,D4,L2,W,14,24.425360043093832,Red,77,0.51,Medium
2025-06-04 07:20:00,B2,L2,S,15,37.93350737906644,Green,55,0.28,High
2025-06-04 07:22:00,B2,L1,W,17,35.07328416430903,Green,82,0.7,Medium
2025-06-04 07:22:00,B2,L3,N,12,12.446309687385828,Red,27,0.93,High
2025-06-04 07:22:00,A1,L3,S,19,35.07808984380571,Green,89,0.51,Low
2025-06-04 07:22:00,D4,L2,E,16,36.80867477186077,Green,42,0.64,Medium
2025-06-04 07:34:00,C3,L1,S,20,51.72867320327157,Red,38,0.13,Medium
2025-06-04 07:34:00,D4,L3,S,20,40.53304820021894,Red,70,0.13,Low
2025-06-04 07:36:00,D4,L2,W,25,49.014585589790485,Green,85,0.41,Medium
2025-06-04 07:36:00,D4,L3,S,23,39.94173893192334,Green,46,0.18,Low
2025-06-04 07:36:00,B2,L3,S,12,48.19500817436533,Green,82,0.89,Low
2025-06-04 07:36:00,A1,L3,W,19,48.74688174201017,Green,47,0.22,Low
2025-06-04 07:38:00,B2,L2,N,24,33.157656992374584,Red,32,0.79,Medium
2025-06-04 07:38:00,B2,L1,E,31,54.92198626663233,Yellow,71,0.59,Low
2025-06-04 07:40:00,B2,L2,W,18,35.136195250743,Red,31,0.85,Medium
2025-06-04 07:42:00,C3,L2,W,24,36.538581714025874,Red,55,0.13,Low
2025-06-04 07:42:00,B2,L1,E,16,30.735623277235497,Green,39,0.52,Low
2025-06-04 07:46:00,B2,L3,E,21,28.337409319154354,Yellow,68,0.44,Low
2025-06-04 07:46:00,B2,L2,S,11,41.86584474479325,Green,46,0.87,Low
2025-06-04 07:48:00,A1,L1,E,23,31.69617117331157,Red,46,0.87,Low
2025-06-04 07:48:00,B2,L1,W,14,49.711490575666744,Green,77,0.97,Low
2025-06-04 07:50:00,D4,L3,S,31,45.63435620119853,Green,59,0.44,Low
2025-06-04 07:50:00,D4,L2,S,18,44.673254016343705,Green,35,0.8,High
2025-06-04 07:58:00,C3,L2,E,21,47.916408647140464,Green,76,0.68,Low
2025-06-04 08:02:00,C3,L1,N,25,61.832662988658534,Yellow,18,0.58,Low
2025-06-04 08:02:00,D4,L2,S,26,46.38671525260125,Green,58,0.16,Low
2025-06-04 08:02:00,B2,L2,E,19,31.687900803365466,Green,20,0.42,Low
2025-06-04 08:04:00,C3,L1,W,22,42.168554419378474,Green,15,0.83,Medium
2025-06-04 08:08:00,D4,L2,S,18,48.926561575263236,Red,82,0.3,Low
2025-06-04 08:16:00,D4,L3,E,17,41.491623518582806,Green,14,0.46,Low
2025-06-04 08:20:00,A1,L1,W,12,34.72079060177747,Green,45,0.26,Low
2025-06-04 08:28:00,C3,L2,S,14,40.27720182183277,Green,19,0.8,Medium
2025-06-04 08:28:00,C3,L2,N,22,33.75981640801567,Green,88,0.43,Medium
2025-06-04 08:28:00,D4,L2,S,12,32.16125178736479,Yellow,18,0.52,High
2025-06-04 08:28:00,D4,L2,W,22,36.92476213577786,Green,15,0.63,Low
2025-06-04 08:30:00,C3,L1,W,17,35.08650149289075,Green,55,0.45,Medium
2025-06-04 08:30:00,A1,L1,N,15,38.334628348621216,Green,85,0.16,Medium
2025-06-04 08:32:00,A1,L2,E,18,47.95154824505071,Green,20,0.12,Low
2025-06-04 08:32:00,B2,L2,S,22,24.93794814790453,Red,14,0.38,High
2025-06-04 08:32:00,A1,L3,N,22,61.02148462445946,Green,70,0.29,Low
2025-06-04 08:34:00,B2,L3,S,22,43.88244580440285,Red,75,0.23,Low
2025-06-04 08:36:00,D4,L2,E,22,33.37051910552246,Red,81,0.56,Low
2025-06-04 08:40:00,C3,L3,E,22,30.27937671824309,Red,65,0.44,Medium
2025-06-04 08:40:00,D4,L3,N,22,41.82146342531666,Red,31,0.59,Low
2025-06-04 08:42:00,D4,L3,N,23,40.79065454426509,Red,59,0.55,Medium
2025-06-04 08:42:00,B2,L3,W,13,43.37067340752581,Red,32,0.3,Low
2025-06-04 08:44:00,D4,L3,S,20,56.703931051078655,Red,51,0.68,Low
2025-06-04 08:46:00,B2,L2,E,17,47.20905023352665,Green,35,0.59,Medium
2025-06-04 08:52:00,C3,L3,S,13,40.159960787772285,Green,76,0.37,Medium
2025-06-04 08:52:00,B2,L3,S,18,42.13556322601313,Green,53,0.68,Low
2025-06-04 08:54:00,A1,L1,W,21,36.28243932489272,Green,52,0.84,Low
2025-06-04 08:58:00,C3,L1,E,20,44.86476508348948,Green,46,0.16,High
2025-06-04 09:00:00,C3,L2,S,23,57.88386586237914,Green,26,0.54,Low
2025-06-04 09:02:00,D4,L2,W,29,40.13530088415347,Green,12,0.43,Low
2025-06-04 09:02:00,D4,L3,N,19,29.177799604670867,Yellow,15,0.21,High
2025-06-04 09:08:00,D4,L2,E,17,40.58053109910067,Red,14,0.27,Low
2025-06-04 09:22:00,C3,L3,E,21,42.69170461142248,Green,79,0.71,Low
2025-06-04 09:22:00,B2,L2,W,17,33.392439135851575,Green,37,0.97,Medium
2025-06-04 09:24:00,A1,L3,S,23,40.0523978460726,Green,15,0.66,Medium
2025-06-04 09:30:00,B2,L1,S,14,47.144327744527935,Red,61,0.93,Low
2025-06-04 09:30:00,B2,L2,W,17,42.1759958139598,Green,37,0.37,Medium
2025-06-04 09:42:00,C3,L2,S,18,41.857355786451976,Green,53,0.82,Low
2025-06-04 09:42:00,B2,L2,W,25,36.972424562291906,Green,74,0.77,Low
2025-06-04 09:44:00,A1,L2,E,17,37.954747163922946,Green,37,0.36,Low
2025-06-04 09:46:00,B2,L1,N,14,30.269912887571753,Red,30,0.36,Medium
2025-06-04 09:52:00,D4,L2,S,24,53.910869077868114,Green,42,0.3,Low
2025-06-04 09:54:00,D4,L2,E,25,26.33086829075345,Red,59,0.48,Medium
2025-06-04 09:56:00,D4,L3,E,20,49.48991126562751,Green,71,0.33,Medium
2025-06-04 09:56:00,A1,L2,E,25,46.29407514470621,Green,25,0.63,Medium
2025-06-04 09:58:00,D4,L3,S,22,16.70055291871396,Red,84,0.26,Low
2025-06-04 10:00:00,D4,L1,W,21,49.53348561334727,Red,11,0.62,High
2025-06-04 10:00:00,A1,L3,W,17,28.743324034540276,Red,35,0.17,Medium
2025-06-04 10:02:00,B2,L2,N,25,31.124223398348732,Green,15,0.76,Low
2025-06-04 10:02:00,D4,L3,W,25,41.83767679327306,Yellow,70,0.97,Low
2025-06-04 10:04:00,D4,L1,W,9,27.527210699780404,Yellow,39,0.53,Medium
2025-06-04 10:06:00,B2,L3,N,17,47.18280646197677,Red,14,0.38,Low
2025-06-04 10:08:00,C3,L2,S,17,39.34476069867939,Red,14,0.86,Low
2025-06-04 10:10:00,C3,L1,N,14,49.088556359931914,Red,82,0.85,Medium
2025-06-04 10:10:00,D4,L2,W,22,46.68187599736902,Yellow,86,0.27,High
2025-06-04 10:14:00,C3,L1,N,19,29.116571036100538,Green,26,0.32,Low
2025-06-04 10:14:00,D4,L1,E,12,43.33210976235364,Red,30,0.59,Low
2025-06-04 10:20:00,D4,L3,S,21,41.96105735398657,Green,83,0.14,Low
2025-06-04 10:20:00,C3,L1,S,11,50.01394242932492,Green,79,0.63,Low
2025-06-04 10:22:00,D4,L1,N,28,36.55819553491009,Green,82,0.87,Medium
2025-06-04 10:22:00,C3,L3,N,26,40.928073532422715,Green,64,0.56,High
2025-06-04 10:22:00,C3,L1,N,16,44.46045456056337,Green,75,0.31,Low
2025-06-04 10:28:00,D4,L3,S,13,36.47395137258399,Red,88,0.81,High
2025-06-04 10:32:00,D4,L3,N,15,50.01626009376761,Green,39,0.4,Low
2025-06-04 10:34:00,B2,L2,S,20,52.22889069110293,Yellow,10,0.59,Medium
2025-06-04 10:36:00,A1,L1,S,17,25.69360336474461,Red,71,0.92,Low
2025-06-04 10:36:00,A1,L3,E,25,41.7357970098503,Red,47,0.77,Low
2025-06-04 10:36:00,B2,L1,W,21,35.7056274063385,Green,63,0.74,Medium
2025-06-04 10:40:00,B2,L2,W,26,51.04023617466459,Red,76,0.95,Medium
2025-06-04 10:42:00,C3,L2,E,20,37.46920279120318,Green,17,0.56,Medium
2025-06-04 10:42:00,B2,L2,E,22,24.974845828296644,Red,84,0.51,Medium
2025-06-04 10:46:00,A1,L1,S,20,43.7249554883119,Red,37,0.94,Medium
2025-06-04 10:48:00,D4,L2,E,17,26.536591982043053,Green,33,0.3,Medium
2025-06-04 10:48:00,A1,L1,W,21,42.05088430909563,Green,42,0.7,Low
2025-06-04 10:50:00,C3,L2,S,29,53.89948294035706,Green,38,0.69,Medium
2025-06-04 10:52:00,B2,L3,N,20,48.069493598821595,Green,84,0.39,Low
2025-06-04 10:52:00,B2,L1,S,22,28.826599996574778,Green,85,0.35,Medium
2025-06-04 10:54:00,C3,L3,S,22,22.059167608883946,Green,22,0.95,Low
2025-06-04 10:54:00,A1,L2,W,21,34.992170503335245,Green,42,0.96,Low
2025-06-04 10:58:00,A1,L2,N,20,45.41675254150521,Green,32,0.37,High
2025-06-04 11:04:00,B2,L2,W,19,36.322834706187884,Green,12,0.38,Medium
2025-06-04 11:06:00,D4,L1,N,20,53.909455480786264,Green,47,0.12,Low
2025-06-04 11:08:00,B2,L2,S,19,39.201354452528065,Red,86,0.6,High
2025-06-04 11:08:00,D4,L2,N,15,44.28089709247641,Red,47,0.22,Medium
2025-06-04 11:08:00,B2,L3,S,18,43.215518803464555,Red,57,0.14,Low
2025-06-04 11:08:00,A1,L3,W,24,45.00356318868911,Green,68,0.7,Low
2025-06-04 11:10:00,B2,L3,E,20,36.72984796737174,Red,75,0.79,High
2025-06-04 11:16:00,C3,L1,S,15,31.568748274467374,Green,81,0.88,Medium
2025-06-04 11:20:00,B2,L3,N,11,47.15556055666116,Red,56,0.15,Low
2025-06-04 11:20:00,B2,L3,S,15,50.575385402159355,Green,10,0.37,Low
2025-06-04 11:20:00,B2,L1,E,25,52.22930024618034,Green,17,0.93,Low
2025-06-04 11:20:00,C3,L2,E,20,45.193347475018875,Green,86,0.94,Low
2025-06-04 11:22:00,C3,L3,S,22,44.67138952419705,Red,55,0.67,Low
2025-06-04 11:22:00,C3,L3,W,23,38.902281843768364,Green,88,0.14,High
2025-06-04 11:24:00,C3,L2,S,22,36.45916633751768,Green,59,0.53,Low
2025-06-04 11:24:00,B2,L3,W,14,31.306059469285245,Green,89,0.96,High
2025-06-04 11:24:00,A1,L3,S,21,58.629810893109294,Red,21,0.83,Medium
2025-06-04 11:26:00,B2,L2,W,21,48.206132959788626,Red,36,0.95,Medium
2025-06-04 11:26:00,B2,L3,N,16,31.451003317897648,Green,81,0.96,Medium
2025-06-04 11:30:00,A1,L1,E,20,42.85317537267489,Red,61,0.9,Low
2025-06-04 11:30:00,C3,L3,S,16,46.82599131262002,Red,27,0.12,Low
2025-06-04 11:34:00,D4,L3,S,26,39.407825124221745,Red,61,0.91,Low
2025-06-04 11:36:00,D4,L2,N,21,32.289505684880844,Green,36,0.76,Low
2025-06-04 11:38:00,D4,L3,W,20,35.68759036720902,Red,50,0.42,Low
2025-06-04 11:42:00,A1,L1,W,22,39.42329292815446,Green,72,0.41,Low
2025-06-04 11:42:00,C3,L3,W,21,35.58344755395996,Green,14,0.82,Low
2025-06-04 11:44:00,A1,L2,W,22,33.122285407585764,Yellow,26,0.79,Medium
2025-06-04 11:46:00,D4,L3,E,15,43.74580534004574,Green,36,0.61,Low
2025-06-04 11:52:00,B2,L3,N,17,36.41809499452964,Red,15,0.8,Medium
2025-06-04 11:54:00,A1,L3,E,17,41.80576414577679,Red,27,0.72,Medium
2025-06-04 11:56:00,D4,L2,W,28,33.85795028252531,Red,72,0.84,Medium
2025-06-04 11:58:00,D4,L2,E,20,33.61491755113914,Red,82,0.38,Low
2025-06-04 12:00:00,D4,L1,W,27,49.07849338458054,Red,22,0.85,Medium
2025-06-04 12:02:00,B2,L1,S,22,41.385164487347325,Red,15,0.16,Low
2025-06-04 12:04:00,D4,L2,W,19,31.650066364901065,Red,48,0.83,Medium
2025-06-04 12:06:00,A1,L1,E,19,46.01219853518088,Green,53,0.98,Low
2025-06-04 12:08:00,A1,L3,S,18,51.8071690240207,Green,21,0.87,Medium
2025-06-04 12:08:00,A1,L1,E,26,42.112779775374825,Red,54,0.81,Low
2025-06-04 12:12:00,B2,L2,N,21,41.21619804337851,Green,32,0.73,Low
2025-06-04 12:12:00,C3,L1,N,26,50.5584291055012,Red,76,0.25,Low
2025-06-04 12:12:00,C3,L1,W,19,42.33718403878382,Green,39,0.33,Low
2025-06-04 12:16:00,C3,L1,E,24,48.31897748603446,Green,17,0.13,Low
2025-06-04 12:16:00,C3,L3,E,21,41.460159426084516,Red,13,0.78,Low
2025-06-04 12:18:00,B2,L1,E,28,51.00897897232452,Yellow,40,0.84,Low
2025-06-04 12:18:00,A1,L1,E,17,42.911844484716426,Green,52,0.55,Medium
2025-06-04 12:20:00,B2,L1,N,25,46.619357680276806,Green,39,0.34,Medium
2025-06-04 12:22:00,D4,L2,E,23,38.20737464329524,Green,57,0.89,Low
2025-06-04 12:24:00,D4,L1,S,21,36.70377476814028,Red,44,0.24,Low
2025-06-04 12:32:00,A1,L2,W,15,17.781792943001577,Green,33,0.82,Medium
2025-06-04 12:38:00,D4,L3,W,20,25.00470594464945,Red,83,0.56,High
2025-06-04 12:44:00,A1,L3,W,15,35.741701803868985,Green,20,0.43,Low
2025-06-04 12:46:00,C3,L2,E,22,47.92565803431603,Yellow,11,0.46,Low
2025-06-04 12:46:00,D4,L3,S,21,39.0714572984007,Red,46,0.6,High
2025-06-04 12:50:00,B2,L2,E,14,39.71501855191274,Green,74,0.14,Low
2025-06-04 12:56:00,C3,L3,W,22,49.61147657772829,Green,30,0.66,Medium
2025-06-04 12:58:00,D4,L2,W,25,24.200768900051095,Red,66,0.58,Medium
2025-06-04 13:00:00,C3,L1,E,22,38.13976977583498,Green,68,0.18,Low
2025-06-04 13:00:00,A1,L2,W,24,36.47572367998232,Red,44,0.41,Low
2025-06-04 13:08:00,D4,L3,E,22,32.63011215151562,Red,66,0.85,Low
2025-06-04 13:08:00,B2,L2,S,26,36.061415807731564,Green,47,0.11,Low
2025-06-04 13:08:00,C3,L1,N,20,45.11856788270673,Red,25,0.14,Low
2025-06-04 13:10:00,D4,L1,E,18,40.52341918290371,Green,58,0.36,Low
2025-06-04 13:10:00,C3,L1,E,18,30.077981104813077,Red,53,0.36,Low
2025-06-04 13:10:00,A1,L2,E,26,56.64621130109503,Red,85,0.64,Medium
2025-06-04 13:12:00,A1,L1,N,22,41.91906755574912,Red,15,0.32,Low
2025-06-04 13:16:00,B2,L1,W,26,51.28125130729229,Green,32,0.5,High
2025-06-04 13:24:00,C3,L3,S,20,52.97180724523241,Yellow,49,0.44,Low
2025-06-04 13:24:00,B2,L2,S,27,49.0199723235212,Green,71,0.57,Low
2025-06-04 13:26:00,A1,L2,E,18,21.056488045786168,Green,60,0.13,Low
2025-06-04 13:32:00,B2,L3,S,14,23.119932954059507,Red,83,0.75,Medium
2025-06-04 13:34:00,B2,L2,S,17,38.755408298920564,Green,63,0.92,Low
2025-06-04 13:34:00,C3,L1,S,15,42.810598408611376,Red,86,0.7,Medium
2025-06-04 13:38:00,B2,L3,S,17,42.2654125710978,Yellow,44,0.79,Low
2025-06-04 13:42:00,D4,L3,S,19,43.65015611187745,Green,60,0.63,Medium
2025-06-04 13:46:00,C3,L2,N,18,34.3921918051799,Green,23,0.76,Medium
2025-06-04 13:52:00,C3,L3,W,26,38.56304882337825,Red,29,0.21,Low
2025-06-04 13:52:00,B2,L1,E,23,44.00353179246013,Green,41,0.12,Medium
2025-06-04 13:56:00,B2,L2,N,32,31.542758820465576,Yellow,23,0.2,Low
2025-06-04 13:58:00,A1,L3,N,26,45.012417140510955,Red,56,0.24,Low
2025-06-04 13:58:00,B2,L3,N,22,51.731014545462045,Yellow,73,0.7,Low
2025-06-04 14:00:00,C3,L2,N,17,44.19157456895919,Yellow,10,0.27,Low
2025-06-04 14:00:00,C3,L2,N,18,36.986272452596104,Red,59,0.23,Low
2025-06-04 14:02:00,C3,L1,E,21,35.82658629497599,Red,68,0.15,Low
2025-06-04 14:02:00,D4,L3,E,17,48.13621421083059,Red,30,0.22,Low
2025-06-04 14:06:00,B2,L3,W,29,36.16543978178909,Yellow,66,0.19,Medium
2025-06-04 14:08:00,B2,L2,N,22,45.8270184433956,Green,28,0.48,Medium
2025-06-04 14:10:00,D4,L2,W,18,49.57952556400193,Red,71,0.98,High
2025-06-04 14:14:00,B2,L1,S,21,34.57130240096697,Yellow,25,0.3,Low
2025-06-04 14:16:00,C3,L3,N,24,37.19142704899282,Green,79,0.32,Low
2025-06-04 14:20:00,D4,L3,W,15,41.06121097917455,Yellow,54,0.15,Low
2025-06-04 14:24:00,C3,L3,E,11,50.72383160917197,Red,30,0.57,High
2025-06-04 14:24:00,B2,L2,E,12,47.40864916256827,Red,66,0.26,Low
2025-06-04 14:26:00,C3,L1,S,15,30.647081850804966,Green,25,0.23,Medium
2025-06-04 14:28:00,D4,L2,N,10,26.095647052233005,Green,14,0.33,Low
2025-06-04 14:28:00,A1,L2,E,20,40.79044772895378,Green,27,0.33,Medium
2025-06-04 14:30:00,C3,L1,S,15,35.03075259828098,Green,37,0.97,Low
2025-06-04 14:30:00,C3,L1,S,18,54.514872938302396,Red,26,0.98,Medium
2025-06-04 14:32:00,B2,L3,S,16,31.92593313497381,Green,34,0.91,Medium
2025-06-04 14:34:00,B2,L1,W,19,40.677341500384244,Green,22,0.99,Medium
2025-06-04 14:34:00,C3,L3,E,28,20.05627703264833,Red,77,0.45,High
2025-06-04 14:34:00,B2,L1,W,28,53.77280290542427,Green,78,0.55,Low
2025-06-04 14:34:00,D4,L1,N,14,46.001629846251404,Red,35,0.46,High
2025-06-04 14:36:00,C3,L3,N,19,22.853773794678826,Green,39,0.74,Medium
2025-06-04 14:38:00,A1,L3,W,18,51.63620087631391,Red,57,0.68,Medium
2025-06-04 14:38:00,D4,L2,E,17,41.36567000898899,Green,29,0.62,Low
2025-06-04 14:38:00,B2,L2,E,17,42.19563237167082,Green,29,0.11,High
2025-06-04 14:44:00,D4,L1,E,16,60.47312462989862,Red,63,0.76,High
2025-06-04 14:46:00,D4,L2,W,22,34.71981878444669,Red,38,0.35,Low
2025-06-04 14:48:00,D4,L1,S,24,55.833016543618115,Yellow,37,0.13,Low
2025-06-04 14:48:00,A1,L3,W,25,43.53160020848373,Green,72,0.5,Low
2025-06-04 14:52:00,C3,L1,S,21,21.86754933776822,Green,69,0.27,Low
2025-06-04 14:56:00,A1,L1,E,18,45.70466840617431,Green,17,0.95,Low
2025-06-04 14:58:00,C3,L3,N,25,34.36254133993002,Green,18,0.85,Low
2025-06-04 15:02:00,D4,L2,W,22,41.77724057953972,Red,32,0.47,High
2025-06-04 15:02:00,B2,L3,W,16,25.001958355198987,Green,13,0.51,Low
2025-06-04 15:02:00,A1,L3,S,28,48.723700193691485,Yellow,72,0.21,Low
2025-06-04 15:04:00,D4,L1,W,29,54.32128540157501,Red,52,0.81,Low
2025-06-04 15:06:00,B2,L1,S,27,34.25197559101237,Green,47,0.13,Low
2025-06-04 15:06:00,D4,L2,S,20,47.43822221722358,Green,13,0.35,Low
2025-06-04 15:08:00,B2,L2,S,22,35.365391135062296,Green,43,0.54,Low
2025-06-04 15:08:00,D4,L2,N,21,26.022457913508887,Green,43,0.76,High
2025-06-04 15:10:00,A1,L3,E,23,49.2341526328085,Red,67,0.84,High
2025-06-04 15:12:00,A1,L3,N,15,26.536157531172442,Red,22,0.69,Medium
2025-06-04 15:12:00,C3,L2,S,25,55.66994199662594,Yellow,67,0.37,Low
2025-06-04 15:12:00,A1,L2,W,19,53.330277986968014,Red,70,0.67,Low
2025-06-04 15:14:00,C3,L3,N,21,45.17384012910674,Red,57,0.84,Low
2025-06-04 15:14:00,D4,L2,S,26,39.6866271007286,Green,61,0.29,Medium
2025-06-04 15:18:00,D4,L2,N,15,27.050615754502303,Green,50,0.61,Low
2025-06-04 15:18:00,B2,L2,W,16,37.66045625806089,Red,80,0.95,Medium
2025-06-04 15:22:00,D4,L2,W,18,36.09834192970166,Red,15,0.73,Low
2025-06-04 15:22:00,D4,L3,W,16,40.065027451093634,Yellow,79,0.38,Medium
2025-06-04 15:32:00,D4,L1,N,21,45.07925553279796,Green,76,0.74,Medium
2025-06-04 15:32:00,D4,L3,S,18,42.7660387067592,Red,61,0.35,High
2025-06-04 15:34:00,A1,L2,W,15,32.49336057178716,Red,89,0.63,Medium
2025-06-04 15:36:00,C3,L3,S,17,49.83451390288347,Green,66,0.89,Low
2025-06-04 15:38:00,B2,L1,W,13,42.033021967423025,Green,13,0.49,Low
2025-06-04 15:38:00,C3,L2,E,19,41.618664253220466,Yellow,11,0.95,Low
2025-06-04 15:40:00,A1,L3,N,25,45.44490332824686,Green,68,0.82,Low
2025-06-04 15:50:00,A1,L3,N,22,26.689195710506468,Green,12,0.23,High
2025-06-04 15:52:00,D4,L2,E,13,34.07676145356136,Yellow,56,0.12,Low
2025-06-04 15:58:00,C3,L2,W,22,50.83979513958943,Red,86,0.16,Low
